Position,Origin
481,https://www.president.gov.ua/news/kozhna-rosijska-raketa-lishe-zakriplyuye-sho-vse-ce-maye-zav-80161
482,https://www.president.gov.ua/news/hoch-bi-sho-vidbuvalosya-i-bulo-u-vas-na-dushi-obovyazkovo-p-80129
483,https://www.president.gov.ua/news/vistup-prezidenta-zi-shorichnim-poslannyam-do-verhovnoyi-rad-80113
484,https://www.president.gov.ua/news/mi-zahodimo-v-nastupnij-rik-i-mayemo-zberegti-spilne-rozumin-80097
485,https://www.president.gov.ua/news/na-donbasi-situaciya-vazhka-ya-dyakuyu-nashim-hlopcyam-yaki-80081
486,https://www.president.gov.ua/news/temryava-ne-zavazhatime-nam-privoditi-okupantiv-do-novih-yih-80077
487,https://www.president.gov.ua/news/vitannya-prezidenta-ukrayini-hristiyanam-zahidnogo-obryadu-z-80069
488,https://www.president.gov.ua/news/bachimo-perspektivi-na-fronti-bachimo-namiri-derzhavi-terori-80057
489,https://www.president.gov.ua/news/shodnya-vi-mayete-vidchuvati-sho-vid-vashoyi-roboti-zalezhit-80041
490,https://www.president.gov.ua/news/koli-mi-kazhemo-patrioti-v-ukrayini-j-u-ssha-mi-odnakovo-may-80029
491,https://www.president.gov.ua/news/kozhna-rosijska-raketa-lishe-zakriplyuye-sho-vse-ce-maye-zav-80161
492,https://www.president.gov.ua/news/hoch-bi-sho-vidbuvalosya-i-bulo-u-vas-na-dushi-obovyazkovo-p-80129
493,https://www.president.gov.ua/news/vistup-prezidenta-zi-shorichnim-poslannyam-do-verhovnoyi-rad-80113
494,https://www.president.gov.ua/news/mi-zahodimo-v-nastupnij-rik-i-mayemo-zberegti-spilne-rozumin-80097
495,https://www.president.gov.ua/news/na-donbasi-situaciya-vazhka-ya-dyakuyu-nashim-hlopcyam-yaki-80081
496,https://www.president.gov.ua/news/temryava-ne-zavazhatime-nam-privoditi-okupantiv-do-novih-yih-80077
497,https://www.president.gov.ua/news/vitannya-prezidenta-ukrayini-hristiyanam-zahidnogo-obryadu-z-80069
498,https://www.president.gov.ua/news/bachimo-perspektivi-na-fronti-bachimo-namiri-derzhavi-terori-80057
499,https://www.president.gov.ua/news/shodnya-vi-mayete-vidchuvati-sho-vid-vashoyi-roboti-zalezhit-80041
500,https://www.president.gov.ua/news/koli-mi-kazhemo-patrioti-v-ukrayini-j-u-ssha-mi-odnakovo-may-80029
501,https://www.president.gov.ua/news/mi-stoyimo-boremos-i-vigrayemo-bo-mi-razom-ukrayina-amerika-80017
502,https://www.president.gov.ua/news/pidtrimujte-nash-neskorenij-bahmut-i-jogo-zahisnikiv-zvernen-79981
503,https://www.president.gov.ua/news/klyuchove-zavdannya-dlya-vsih-nas-zaraz-shob-svitova-pidtrim-79969
504,https://www.president.gov.ua/news/rosijska-agresiya-mozhe-j-povinna-zaznati-krahu-nashe-zavdan-79957
505,https://www.president.gov.ua/news/mi-gotuyemo-ciyeyi-zimi-specialnij-samit-zaradi-miru-j-zapro-79949
506,https://www.president.gov.ua/news/nadijnij-shit-ppo-zrobit-nemozhlivim-rosijskij-raketnij-tero-79941
507,https://www.president.gov.ua/news/rosiyi-she-vistachit-raket-dlya-kilkoh-masovanih-udariv-nam-79917
508,https://www.president.gov.ua/news/okupanti-ne-mozhut-zdolati-nashu-armiyu-tomu-znishuyut-kozhn-79905
509,https://www.president.gov.ua/news/makrofinansova-pidtrimka-ukrayini-ta-posilennya-sankcij-yes-79889
510,https://www.president.gov.ua/news/gotuyemo-domovlenosti-yaki-posilyat-oboronni-spromozhnosti-u-79877
511,https://www.president.gov.ua/news/najefektivnishij-zahist-svobodi-prav-lyudini-ta-verhovenstva-79861
512,https://www.president.gov.ua/news/zaklikayu-pidtrimati-ukrayinsku-formulu-miru-j-rozpochati-ko-79841
513,https://www.president.gov.ua/news/istoriya-oask-zavershilas-istoriya-reform-trivaye-navit-pid-79837
514,https://www.president.gov.ua/news/sho-rezultativnishe-obyednayemo-mic-ukrayini-ta-franciyi-bil-79829
515,https://www.president.gov.ua/news/nam-potriben-parizkij-mehanizm-yakij-dopomozhe-davati-vchasn-79825
516,https://www.president.gov.ua/news/blekauti-ce-ostannya-nadiya-teroristiv-ale-j-bez-svitla-mi-d-79817
517,https://www.president.gov.ua/news/proponuyu-sklikati-global-peace-formula-summit-shob-viznachi-79813
518,https://www.president.gov.ua/news/robimo-vse-shob-derzhava-agresor-ne-mala-zhodnoyi-nitochki-z-79797
519,https://www.president.gov.ua/news/v-energosistemi-zaraz-zberigayetsya-znachnij-deficit-ale-nas-79793
520,https://www.president.gov.ua/news/zaluchiti-svit-do-realizaciyi-formuli-miru-zaraz-odne-z-klyu-79761
521,https://www.president.gov.ua/news/maye-buti-yedinij-pravovij-front-yakij-zdolaye-rosijsku-geno-79753
522,https://www.president.gov.ua/news/garantuvannya-bezpeki-mikolayivskij-oblasti-ta-yiyi-portam-b-79745
523,https://www.president.gov.ua/news/duh-ukrayini-ce-duh-svobodi-yakij-vidgukuyetsya-v-dushah-lyu-79741
524,https://www.president.gov.ua/news/vpevnenij-minnij-teror-bude-sered-punktiv-obvinuvachennya-pr-79737
525,https://www.president.gov.ua/news/dlya-mene-chest-predstavlyati-vsih-ukrayinciv-vistup-prezide-79721
526,https://www.president.gov.ua/news/rosiya-vidpovidatime-za-vsi-vkradeni-aktivi-ukrayinskoyi-der-79713
527,https://www.president.gov.ua/news/na-poli-boyu-v-ukrayini-virishuyetsya-dolya-miljoniv-lyudej-79697
528,https://www.president.gov.ua/news/toj-hto-pochav-zlochinnu-vijnu-povinen-prograti-j-ponesti-vi-79693
529,https://www.president.gov.ua/news/teper-den-zsu-nashi-lyudi-vidznachatimut-slovami-vdyachnosti-79677
530,https://www.president.gov.ua/news/koli-terorist-destabilizuye-zhittya-vsih-zupiniti-teror-ce-s-79657
531,https://www.president.gov.ua/news/volonteri-ce-najpotuzhnisha-chastina-gromadyanskogo-suspilst-79637
532,https://www.president.gov.ua/news/shob-projti-zimu-mi-mayemo-buti-she-bilsh-stijkimi-i-she-bil-79633
533,https://www.president.gov.ua/news/nasha-peremoga-zdobuvayetsya-siloyu-zbroyi-j-duhu-siloyu-nas-79617
534,https://www.president.gov.ua/news/dyakuyu-vsim-hto-popri-postijni-rosijski-obstrili-robit-use-79597
535,https://www.president.gov.ua/news/mi-garantuyemo-ukrayini-duhovnu-nezalezhnist-zvernennya-prez-79577
536,https://www.president.gov.ua/news/analizuyemo-namiri-okupantiv-i-gotuyemo-protidiyu-she-potuzh-79561
537,https://www.president.gov.ua/news/shob-bula-vidpovidalnist-rosiyi-za-agresiyu-potriben-special-79537
538,https://www.president.gov.ua/news/ukrayina-stane-vzircem-vidbudovi-prezident-zvernuvsya-do-gen-79513
539,https://www.president.gov.ua/news/ukrayina-nikoli-ne-bude-miscem-rozruhi-zvernennya-prezidenta-79501
540,https://www.president.gov.ua/news/dopomagayuchi-odne-odnomu-mi-projdemo-cyu-zimu-j-ce-namagann-79481
541,https://www.president.gov.ua/news/nikoli-bilshe-golod-ne-maye-vikoristovuvatis-yak-zbroya-zver-79469
542,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-mizhnarodnomu-ustanovchomu-sam-79449
543,https://www.president.gov.ua/news/klyuchove-zavdannya-cogo-tizhnya-energetika-zvernennya-prezi-79441
544,https://www.president.gov.ua/news/zalezhnist-yevropi-vid-rosijskih-energoresursiv-pochala-zmen-79425
545,https://www.president.gov.ua/news/rosiya-tak-i-ne-znajshla-sposobu-nas-zlamati-i-ne-znajde-zve-79409
546,https://www.president.gov.ua/news/zaklikayu-vas-robiti-vse-mozhlive-shob-obsye-stala-spivtvorc-79397
547,https://www.president.gov.ua/news/energetiki-komunalniki-dsns-pracyuvatimut-cilodobovo-postupo-79385
548,https://www.president.gov.ua/news/ukrayina-proponuye-uhvalili-rezolyuciyu-pro-zasudzhennya-ene-79381
549,https://www.president.gov.ua/news/po-vsij-krayini-rozgortayemo-novij-proekt-pidtrimki-lyudej-p-79361
550,https://www.president.gov.ua/news/dopomoga-ukrayini-sogodni-ce-ne-prosto-pitannya-pro-tehniku-79349
551,https://www.president.gov.ua/news/mi-zaraz-mayemo-istorichnu-mozhlivist-raz-i-nazavzhdi-zahist-79333
552,https://www.president.gov.ua/news/mayemo-zberigati-principovist-u-protistoyanni-rosijskij-agre-79325
553,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-z-nagodi-dnya-gidnosti-ta-svo-79309
554,https://www.president.gov.ua/news/cogorich-svit-pobachiv-yakim-vagomim-ye-vnesok-ukrayinciv-u-79305
555,https://www.president.gov.ua/news/ukrayina-bazhaye-miru-ale-dlya-jogo-vidnovlennya-mi-potrebuy-79297
556,https://www.president.gov.ua/news/zabezpechimo-vse-sho-potribno-dlya-nashogo-zahistu-zvernenny-79285
557,https://www.president.gov.ua/news/shob-buv-mir-mayemo-zrobiti-nemozhlivimi-vsi-elementi-rosijs-79253
558,https://www.president.gov.ua/news/nide-na-fronti-ne-pasuyemo-pered-vorogom-na-viznachenih-dily-79261
559,https://www.president.gov.ua/news/rosijska-agresiya-ne-zupinyayetsya-ni-na-den-tozh-ne-maye-zu-79241
560,https://www.president.gov.ua/news/yaksho-svit-pracyuvatime-v-yednosti-golod-bude-peremozhenij-79233
561,https://www.president.gov.ua/news/sho-bilshe-form-teroru-vikoristaye-rosiya-v-cij-vijni-bilshe-79205
562,https://www.president.gov.ua/news/na-hersonshinu-ta-mikolayivshinu-povertayemo-vse-sho-neobhid-79189
563,https://www.president.gov.ua/news/vizmit-ukrayinskij-dosvid-zahistu-shob-garantuvati-bezpeku-v-79169
564,https://www.president.gov.ua/news/rosiyi-kazhut-pro-mir-vona-vidpovidaye-raketami-zvernennya-p-79161
565,https://www.president.gov.ua/news/ukrayina-zavzhdi-bula-liderom-mirotvorchih-zusil-yaksho-rosi-79141
566,https://www.president.gov.ua/news/reparaciyi-yaki-rosiyi-dovedetsya-zaplatiti-za-skoyene-ce-te-79137
567,https://www.president.gov.ua/news/usi-mi-vzhe-vidchuvayemo-yak-nablizhayetsya-nasha-peremoga-z-79109
568,https://www.president.gov.ua/news/sili-oboroni-vstanovili-kontrol-u-ponad-60-naselenih-punktah-79105
569,https://www.president.gov.ua/news/sogodni-istorichnij-den-mi-povertayemo-herson-zvernennya-pre-79101
570,https://www.president.gov.ua/news/privitannya-volodimira-zelenskogo-veteranam-ssha-79093
571,https://www.president.gov.ua/news/uzhe-desyatki-ukrayinskih-praporiv-povernulisya-na-svoye-zak-79077
572,https://www.president.gov.ua/news/vorog-ne-robit-nam-podarunkiv-ta-zhestiv-dobroyi-voli-mi-vse-79061
573,https://www.president.gov.ua/news/robimo-vse-shob-rosijskij-plan-peretvoriti-zimu-na-zbroyu-za-79041
574,https://www.president.gov.ua/news/ne-mozhe-buti-efektivnoyi-klimatichnoyi-politiki-bez-miru-na-78993
575,https://www.president.gov.ua/news/medal-cvobodi-dlya-vsih-hto-voyuye-j-pracyuye-shob-zahistiti-79001
576,https://www.president.gov.ua/news/eskalaciya-rosijskogo-raketnogo-j-dronovogo-teroru-prizvela-78997
577,https://www.president.gov.ua/news/kozhen-hto-dopomagaye-rosiyi-podovzhuvati-vijnu-maye-razom-z-78977
578,https://www.president.gov.ua/news/mayemo-zabezpechiti-povnij-zahist-ukrayinskogo-neba-j-budemo-78973
579,https://www.president.gov.ua/news/dobre-sho-svit-zvertaye-uvagu-lishe-na-te-sho-derzhava-teror-78961
580,https://www.president.gov.ua/news/viterpiti-rosijskij-energoteror-ce-zaraz-nashe-nacionalne-za-78933
581,https://www.president.gov.ua/news/zernova-iniciativa-prodovzhit-pracyuvati-rosijskij-shantazh-78897
582,https://www.president.gov.ua/news/mi-zrobimo-vse-shob-dati-lyudyam-elektriku-j-teplo-ale-rosiy-78865
583,https://www.president.gov.ua/news/kozhen-rosijskij-udar-po-nashih-civilnih-obyektah-nablizhaye-78833
584,https://www.president.gov.ua/news/krapku-v-cij-vijni-pislya-vijskovih-pislya-politikiv-postavl-78829
585,https://www.president.gov.ua/news/u-krayini-sogodni-ne-bulo-avarijnih-vidklyuchen-ale-deficit-78805
586,https://www.president.gov.ua/news/yak-rosiya-mozhe-buti-sered-inshih-u-g20-yaksho-vona-svidomo-78797
587,https://www.president.gov.ua/news/same-v-ukrayini-viznachitsya-globalna-dolya-demokratiyi-zver-78781
588,https://www.president.gov.ua/news/rosiya-namagayetsya-zrobiti-hersonshinu-bukvalno-zonoyu-vidc-78773
589,https://www.president.gov.ua/news/sogodni-mi-zgaduyemo-vignannya-nacistiv-nablizhayuchi-vignan-78753
590,https://www.president.gov.ua/news/ukrayini-potribna-peremoga-nad-rosiyeyu-zokrema-i-v-energeti-78741
591,https://www.president.gov.ua/news/sho-shvidshe-v-ukrayini-bude-dosyagnutij-mir-zavdyaki-nashij-78713
592,https://www.president.gov.ua/news/povernennya-ukrayinskogo-prapora-v-krim-oznachatime-vidrodzh-78697
593,https://www.president.gov.ua/news/investuyuchi-u-vidnovlennya-ukrayini-vi-investuyete-u-majbut-78693
594,https://www.president.gov.ua/news/mi-vidstoyali-nezalezhnist-ukrayini-i-rosiyi-cogo-vzhe-ne-zm-78689
595,https://www.president.gov.ua/news/mozhna-pozbaviti-sensu-alyans-rosiyi-ta-iranu-yaksho-mi-bude-78681
596,https://www.president.gov.ua/news/rosiya-prinosit-smert-i-degradaciyu-ukrayina-ce-zavzhdi-pro-78669
597,https://www.president.gov.ua/news/zhoden-udar-teroristiv-ne-zupinit-nashih-zahisnikiv-zvernenn-78657
598,https://www.president.gov.ua/news/rosijski-namagannya-zagostriti-prodovolchu-krizu-ce-agresiya-78641
599,https://www.president.gov.ua/news/robit-use-shob-lyudi-znali-pro-teror-rosiyi-v-ukrayini-poshi-78621
600,https://www.president.gov.ua/news/usi-svitovi-lideri-mayut-dati-rosiyi-zrozumiti-sho-terakt-na-78617
601,https://www.president.gov.ua/news/rosijskij-teror-maye-prograti-ukrayina-j-usya-yevropa-mayut-78613
602,https://www.president.gov.ua/news/okupanti-namagatimutsya-zabrati-cholovikiv-u-svoyu-armiyu-un-78581
603,https://www.president.gov.ua/news/hoch-bi-sho-planuvav-i-robiv-vorog-ukrayina-zahistit-sebe-zv-78549
604,https://www.president.gov.ua/news/sho-menshe-teroristichnih-mozhlivostej-bude-v-rosiyi-shvidsh-78537
605,https://www.president.gov.ua/news/kozhen-hto-bere-v-polon-rosijskih-vijskovih-zabezpechuye-moz-78521
606,https://www.president.gov.ua/news/lishe-realni-peremogi-ukrayini-ta-demontazh-agresivnih-mozhl-78517
607,https://www.president.gov.ua/news/mayemo-povernuti-mir-i-zabezpechiti-nashij-derzhavi-istorich-78509
608,https://www.president.gov.ua/news/zvernennya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-za-78485
609,https://www.president.gov.ua/news/teroru-treba-vidpovidati-siloyu-na-vsih-rivnyah-i-na-poli-bo-78477
610,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-plenarnomu-zasidanni-osinnoyi-78453
611,https://www.president.gov.ua/news/nasha-spivpracya-nablizhaye-peremogu-ukrayini-vistup-prezide-78445
612,https://www.president.gov.ua/news/usya-rosijska-mashina-teroru-maye-buti-j-bude-zneshkodzhena-78441
613,https://www.president.gov.ua/news/po-vsij-ukrayini-dovoli-shvidko-j-efektivno-vidbuvayutsya-vi-78429
614,https://www.president.gov.ua/news/mi-pidgotuvali-nominacijne-dosye-odesi-dlya-vklyuchennya-do-78421
615,https://www.president.gov.ua/news/neobhidno-zbilshiti-spilni-zusillya-shob-stvoriti-povitryani-78417
616,https://www.president.gov.ua/news/ukrayinu-nemozhlivo-zalyakati-tilki-she-bilshe-obyednati-zve-78401
617,https://www.president.gov.ua/news/mi-ukrayinci-dopomagayemo-odne-odnomu-virimo-v-sebe-vidnovly-78381
618,https://www.president.gov.ua/news/postijnij-teror-proti-civilnogo-naselennya-ye-ochevidnoyu-vi-78377
619,https://www.president.gov.ua/news/yaksho-okupanti-vtechut-ce-bude-najkrashij-dlya-nih-variant-78373
620,https://www.president.gov.ua/news/mayemo-posilyuvati-nashi-soyuzi-j-spivpracyu-mayemo-pozbutis-78369
621,https://www.president.gov.ua/news/treba-zvilnyati-vid-rosijskoyi-okupaciyi-vsi-zemli-yaki-rf-n-78365
622,https://www.president.gov.ua/news/mi-nikoli-ne-mayemo-zupinyatisya-v-zahisti-svobodi-j-demokra-78353
623,https://www.president.gov.ua/news/vid-pochatku-zhovtnya-tilki-na-hersonshini-vid-rosijskih-oku-78341
624,https://www.president.gov.ua/news/rosijske-zlo-prograye-koli-nasha-formula-miru-peremozhe-vist-78329
625,https://www.president.gov.ua/news/svit-povinen-pokazati-silu-shob-postaviti-krapku-u-spromozhn-78325
626,https://www.president.gov.ua/news/nam-potribna-vasha-pidtrimka-shob-priskoriti-nastannya-miru-78305
627,https://www.president.gov.ua/news/povernennya-prapora-ukrayini-na-deokupovani-teritoriyi-oznac-78313
628,https://www.president.gov.ua/news/mayemo-stvoriti-specialnij-tribunal-shodo-zlochinu-agresiyi-78285
629,https://www.president.gov.ua/news/ukrayinska-armiya-zdijsnyuye-na-pivdni-nashoyi-krayini-shvid-78281
630,https://www.president.gov.ua/news/ukrayina-cinuye-lyudej-ryatuye-lyudej-ce-fundamentalni-pravi-78265
631,https://www.president.gov.ua/news/ukrayina-bula-j-bude-odnim-iz-yevropejskih-centriv-vijskovoy-78249
632,https://www.president.gov.ua/news/za-cej-tizhden-ukrayinskih-praporiv-na-donbasi-stalo-bilshe-78213
633,https://www.president.gov.ua/news/nash-shlyah-ce-shlyah-nezalezhnosti-teritorialnoyi-cilisnost-78197
634,https://www.president.gov.ua/news/mi-robimo-svij-viznachalnij-krok-pidpisuyuchi-zayavku-ukrayi-78173
635,https://www.president.gov.ua/news/koli-mi-vitisnimo-rosiyu-normalne-zhittya-povernetsya-na-ukr-78145
636,https://www.president.gov.ua/news/zvernennya-prezidenta-ukrayini-do-korinnih-narodiv-rosiyi-bo-78137
637,https://www.president.gov.ua/news/sho-bilshe-u-nas-yednosti-vidchutnishi-rosijski-porazki-prez-78097
638,https://www.president.gov.ua/news/ukrayina-ne-mozhe-j-ne-bude-miritisya-zi-sprobami-rosiyi-zah-78101
639,https://www.president.gov.ua/news/diyati-preventivno-oznachaye-ne-dopuskati-katastrofichnoyi-s-78049
640,https://www.president.gov.ua/news/yedina-racionalna-vidpovid-na-zuhvalist-rf-ce-she-bilshe-pid-78057
641,https://www.president.gov.ua/news/vistup-prezidenta-volodimira-zelenskogo-na-zasidanni-radi-be-78053
642,https://www.president.gov.ua/news/rosiya-vidchula-sho-prograye-i-namagayetsya-vidtyagnuti-cej-78033
643,https://www.president.gov.ua/news/zlochinna-mobilizaciya-vikoristovuyetsya-rosiyeyu-ne-lishe-d-78005
644,https://www.president.gov.ua/news/geroyizm-i-muzhnist-nashih-voyiniv-ne-zalishayut-zhodnih-sum-77997
645,https://www.president.gov.ua/news/ukrayina-pokazala-sho-za-nami-pravda-sila-iniciativa-ta-vpev-77985
646,https://www.president.gov.ua/news/davati-lyudyam-nadiyu-na-majbutnye-ta-vidchuttya-povagi-os-n-77961
647,https://www.president.gov.ua/news/sho-bilshe-dodanoyi-vartosti-viroblyaye-ukrayina-bilshe-doda-77933
648,https://www.president.gov.ua/news/rosijske-rishennya-pro-mobilizaciyu-ce-viznannya-sho-yihnya-77929
649,https://www.president.gov.ua/news/vistup-prezidenta-ukrayini-na-zagalnih-debatah-77-yi-sesiyi-77905
650,https://www.president.gov.ua/news/derzhava-yaka-provokuye-golod-maye-otrimuvati-vid-svitu-najz-77893
651,https://www.president.gov.ua/news/situaciya-na-peredovij-chitko-svidchit-pro-te-sho-iniciativa-77889
652,https://www.president.gov.ua/news/temp-nadannya-partnerami-dopomogi-ukrayini-maye-vidpovidati-77869
653,https://www.president.gov.ua/news/mozhlivo-komus-zdayetsya-sho-pislya-nizki-peremog-mayemo-pev-77857
654,https://www.president.gov.ua/news/mi-vstanovimo-osobi-vsih-hto-prinis-zvirstvo-z-rosiyi-na-ukr-77853
655,https://www.president.gov.ua/news/rosiya-povtorila-v-izyumi-te-sho-zrobila-v-buchi-svit-povine-77849
656,https://www.president.gov.ua/news/mayemo-pokazati-sho-na-kozhen-proyav-teroru-rosiyi-bude-zhor-77825
657,https://www.president.gov.ua/news/vidpovimo-teroristam-na-kozhnu-yihnyu-pidlist-na-kozhnu-rake-77801
658,https://www.president.gov.ua/news/razom-z-nashimi-vijskami-ta-nashim-praporom-na-deokupovanu-t-77765
659,https://www.president.gov.ua/news/mayemo-she-posiliti-nashu-spivpracyu-z-partnerami-shob-podol-77717
660,https://www.president.gov.ua/news/ce-zvernennya-hochu-prisvyatiti-tim-hto-muzhno-stoyit-200-dn-77701
661,https://www.president.gov.ua/news/zaraz-vidbuvayetsya-zmina-geopolitichnoyi-konfiguraciyi-u-sv-77637
662,https://www.president.gov.ua/news/z-pochatku-veresnya-zvilneno-vzhe-blizko-2-tisyach-kilometri-77661
663,https://www.president.gov.ua/news/na-cej-chas-zsu-zvilnili-ta-vzyali-pid-kontrol-ponad-30-nase-77621
664,https://www.president.gov.ua/news/zagalom-iz-pochatku-veresnya-zvilneno-ponad-tisyachu-kvadrat-77597
665,https://www.president.gov.ua/news/cogo-tizhnya-mayemo-horoshi-novini-z-harkivshini-dumayu-kozh-77569
666,https://www.president.gov.ua/news/yevropa-ne-misce-dlya-progulyanok-rosijskih-ubivc-i-tih-hto-77561
667,https://www.president.gov.ua/news/same-na-ukrayinskij-zemli-bude-novij-centr-ekonomichnogo-zro-77549
668,https://www.president.gov.ua/news/obstril-teritoriyi-zaes-oznachaye-sho-rosiyi-bajduzhe-sho-sk-77533
669,https://www.president.gov.ua/news/mi-povernemo-svobodu-krimu-j-obovyazkovo-zrobimo-pivostriv-o-77521
670,https://www.president.gov.ua/news/vzimku-rosiya-gotuyetsya-do-energetichnogo-udaru-po-yevropej-77513
671,https://www.president.gov.ua/news/ruh-ukrayini-v-yes-i-transformaciya-vseredini-krayini-ye-gar-77505
672,https://www.president.gov.ua/news/mi-primusimo-rosiyu-do-miru-yaksho-vsi-nashi-partneri-dotrim-77493
673,https://www.president.gov.ua/news/same-demilitarizaciya-teritoriyi-zaporizkoyi-aes-ye-metoyu-u-77489
674,https://www.president.gov.ua/news/mi-zrobimo-vse-shob-ukrayinci-polyaki-i-vsi-narodi-yevropi-z-77477
675,https://www.president.gov.ua/news/znati-j-zahishati-zavzhdi-jdut-poruch-prezident-ukrayini-pri-77473
676,https://www.president.gov.ua/news/rosiya-hoche-shob-svit-zrobiv-tri-pomilki-zvik-do-vijni-zmir-77469
677,https://www.president.gov.ua/news/vid-imeni-rozvidki-dyakuyu-vsim-nashim-lyudyam-na-pivdni-ukr-77465
678,https://www.president.gov.ua/news/v-ukrayini-zaraz-virishalna-bitva-za-svobodu-mi-vdyachni-vam-77453
679,https://www.president.gov.ua/news/ukrayina-bude-povnopravnim-chlenom-yes-i-vzhe-najblizhcha-z-77437
680,https://www.president.gov.ua/news/okupanti-mayut-znati-mi-gnatimemo-yih-do-nashogo-kordonu-lin-77413
681,https://www.president.gov.ua/news/krayini-yevropi-ta-ves-vilnij-svit-mayut-stimulyuvati-gromad-77397
682,https://www.president.gov.ua/news/vazhlivo-robiti-vse-shob-rosiya-bilshe-nikoli-ne-mogla-shant-77381
683,https://www.president.gov.ua/news/energetichna-nezalezhnist-vid-rosiyi-maye-fundamentalne-znac-77377
684,https://www.president.gov.ua/news/mi-ne-zabuli-j-ne-zabudemo-pro-zhodne-svoye-misto-j-pro-zhod-77369
685,https://www.president.gov.ua/news/sogodni-dyakuyu-vsim-nashim-lotchikam-yaki-roblyat-duzhe-bag-77361
686,https://www.president.gov.ua/news/zsu-i-nash-narod-shodnya-dovodyat-okupantam-sho-v-nih-nemaye-77353
687,https://www.president.gov.ua/news/rosiya-postavila-ukrayinu-ta-vsih-yevropejciv-za-krok-vid-ra-77329
688,https://www.president.gov.ua/news/nemaye-takih-raket-yaki-mozhut-zlamati-volyu-narodu-sho-viri-77309
689,https://www.president.gov.ua/news/mi-vsi-mayemo-zmusiti-rosiyu-viznati-sho-neporushnist-kordon-77305
690,https://www.president.gov.ua/news/privitannya-prezidenta-volodimira-zelenskogo-z-nagodi-dnya-n-77265
691,https://www.president.gov.ua/news/sogodnishnij-den-pokazav-naskilki-micnoyu-stala-nasha-derzha-77245
692,https://www.president.gov.ua/news/z-krimu-vse-pochalosya-nim-i-zavershitsya-potribno-zvilniti-77237
693,https://www.president.gov.ua/news/cimi-dnyami-yaksho-vi-za-kordonom-budte-tam-iz-praporom-ukra-77205
694,https://www.president.gov.ua/news/rosiya-sama-sebe-vidrizhe-vid-peregovoriv-yaksho-vlashtuye-s-77185
695,https://www.president.gov.ua/news/zaradi-peremogi-she-potribno-borotisya-ale-ukrayinci-vzhe-mo-77181
696,https://www.president.gov.ua/news/z-misiyi-na-zaporizku-atomnu-elektrostanciyu-mozhe-pochatisy-77177
697,https://www.president.gov.ua/news/mi-z-vami-mozhemo-j-povinni-dumati-tilki-pro-te-yak-peremogt-77141
698,https://www.president.gov.ua/news/lishe-absolyutna-prozorist-i-kontrolovanist-situaciyi-na-zae-77101
699,https://www.president.gov.ua/news/rf-svidomo-posilyuye-krizu-vartosti-zhittya-v-bagatoh-krayin-77097
700,https://www.president.gov.ua/news/shob-mi-vignali-okupantiv-z-ukrayini-rosiyi-maye-stavati-skl-77081
701,https://www.president.gov.ua/news/rosijski-sili-povinni-negajno-zabratisya-z-teritoriyi-zapori-77065
702,https://www.president.gov.ua/news/sho-silnishoyu-bude-ukrayina-slabshoyu-bude-rosiya-i-menshe-77045
703,https://www.president.gov.ua/news/robitimemo-vse-shob-novi-sankciyi-proti-rosiyi-blokuvali-yiy-77041
704,https://www.president.gov.ua/news/vizovi-obmezhennya-dlya-gromadyan-rf-spravedlivi-i-vsi-zahis-77037
705,https://www.president.gov.ua/news/lishe-povnij-vidhid-rosiyan-iz-zaporizkoyi-aes-garantuye-vid-77017
706,https://www.president.gov.ua/news/nihto-ne-zmozhe-zupiniti-viter-yakij-nestime-radiaciyu-ale-v-77001
707,https://www.president.gov.ua/news/sho-bilshe-bude-vtrat-v-okupantiv-shvidshe-mi-zmozhemo-zviln-76997
708,https://www.president.gov.ua/news/rosijska-vijna-proti-ukrayini-ta-vsiyeyi-vilnoyi-yevropi-poc-76965
709,https://www.president.gov.ua/news/pislya-ciyeyi-rosijskoyi-vijni-proti-ukrayini-ne-maye-zalish-76953
710,https://www.president.gov.ua/news/vzhe-zaraz-potribna-principova-vidpovid-mizhnarodnoyi-spilno-76929
711,https://www.president.gov.ua/news/robimo-vse-shob-otrimati-she-bilshe-efektivnoyi-ta-suchasnoy-76917
712,https://www.president.gov.ua/news/sho-bilshe-nashogo-zerna-bude-na-svitovomu-rinku-menshim-bud-76905
713,https://www.president.gov.ua/news/nemaye-j-ne-mozhe-buti-zhodnoyi-umovi-za-yakoyi-bud-yakij-ro-76889
714,https://www.president.gov.ua/news/krihkist-svobodi-mozhna-zahistiti-lishe-spilnimi-diyami-maye-76869
715,https://www.president.gov.ua/news/svit-maye-zrobiti-vibir-pripinennya-zvirstv-rosiyi-abo-cherg-76849
716,https://www.president.gov.ua/news/kozhna-grivnya-yaku-zaroblyayut-nashi-agrariyi-i-vidnovleni-76845
717,https://www.president.gov.ua/news/sila-demokratichnogo-svitu-dobre-vidchuvayetsya-na-poli-boyu-76821
718,https://www.president.gov.ua/news/ukrayina-j-nashi-lyudi-nashi-mozhlivosti-mogutnishi-za-bud-y-76805
719,https://www.president.gov.ua/news/viznannya-rosiyi-derzhavoyu-teroristom-potribne-ne-yak-polit-76797
